,page,nick,area,ip,time,content,agree,usertype
2281,256,蛮横的吸走了你们欧气的倾芯,北京,117.136.38.61,2018-08-08 08:14:48,星巴克手机能多少钱…怎么不想想房贷[二哈],0,wb
2282,256,误闯_天堂,上海,101.95.113.22,2018-08-08 08:14:26,一切不购不动产的消费一定是耍流氓，太惊悚了！[阴险],0,wb
2283,256,罐也,天津,117.136.55.139,2018-08-08 08:14:15,没错！我一直觉得这帮人反正没我们活得久 等死了自然就好了 再熬几年！为此我要养生长寿,0,wb
2284,256,Chris_Tanger,湖北,117.136.52.196,2018-08-08 08:14:10,厉害、厉害，这帽子扣的我毫无还手之力。,0,wb
2285,256,江南西道巡抚,广东深圳,112.97.57.253,2018-08-08 08:14:09,月薪7500，房价 4万起，我不消费我还攒钱买房啊？,0,wb
2286,256,一起吃火锅了吗,陕西西安,113.139.210.200,2018-08-08 08:13:24,谁？你他妈给我说清楚！说不清今天谁都别想走！,0,wb
2287,256,掉进梦中,山西晋城,124.164.57.60,2018-08-08 08:13:19,评,0,wb
2288,256,掉进梦中,山西晋城,124.164.57.60,2018-08-08 08:13:15,论,0,wb
2289,256,一起吃火锅了吗,陕西西安,113.139.210.200,2018-08-08 08:13:11,谁，你他妈给我说清楚！说不清今天谁都别想走！,0,wb
2290,257,浠湖姜阁老,江西南昌,182.97.209.216,2018-08-08 08:13:03,企业贷款更多,0,wb
2291,257,掉进梦中,山西晋城,124.164.57.60,2018-08-08 08:12:59,删,0,wb
2292,257,掉进梦中,山西晋城,124.164.57.60,2018-08-08 08:12:57,续,0,wb
2293,257,掉进梦中,山西晋城,124.164.57.60,2018-08-08 08:12:49,继,0,wb
2294,257,喝多了野兔斯基,内蒙古呼和浩特,123.179.7.46,2018-08-08 08:12:05,@水皮哥MU 幸亏老的早，不然就被这口锅砸到了,0,wb
2295,257,张雷Rayer,山东青岛,123.168.88.191,2018-08-08 08:11:53,怎么？不想让我们当接班人了？,0,wb
2296,257,掉进梦中,山西晋城,124.164.57.60,2018-08-08 08:11:50,我反省 马上贷款买房,0,wb
2297,257,一梦采薇,上海,101.224.204.226,2018-08-08 08:11:49,前段时间都在转载的 关于家庭条件不好不要强行富养的文，就像小时候我一个堂姐觉得另一家的表弟不该不去赚钱而去读书一样。听起来很有道理，其实何尝没有一种自上而下的优越感，隐隐然觉得别人的孩子不配这么养,1,wb
2298,257,不信这名字也有人用,江苏徐州,117.136.67.18,2018-08-08 08:11:23,服了，真是服了。,0,wb
2299,257,子龙横空出世,广西钦州,124.227.0.30,2018-08-08 08:11:19,这标题写的！世界哪个国家不是年轻人在推动进步的！共青团估计不喜欢这个标题！@中国共青团网,0,wb
2300,258,iv_Says,江苏徐州,117.136.68.223,2018-08-08 08:11:11,庞大的债务是地方政府的，别甩锅,0,wb
2301,258,弯道超车2018,福建福州,220.200.11.75,2018-08-08 08:11:08,自己的做法延误了整整一代人的作为还能把锅甩给我们，资产泡沫的高企增加年轻人创业的风险别老把责任推得一干二净！,0,wb
2302,258,仰望星空的朱雀,广东,223.104.63.185,2018-08-08 08:10:46,存钱去旅游啦啦啦[阴险],0,wb
2303,258,bertiewooster,广东广州,120.85.149.231,2018-08-08 08:10:21,最近这风很奇怪,0,wb
2304,258,星辰之2020,四川成都,117.136.64.68,2018-08-08 08:10:18,60后带领中国走向衰落,0,wb
2305,258,JIMMY怪叔叔,辽宁,223.104.176.190,2018-08-08 08:10:05,年轻就是牛，明明手里没毛儿资源还能带领国家[笑cry][喵喵],0,wb
2306,258,銅擊子,上海,124.77.202.139,2018-08-08 08:09:32,這個我也能理解，就好像英國是黑人國家，通用語是阿拉伯語，主流宗教是伊斯蘭教一樣。,0,wb
2307,258,eleven家族族长,湖南,117.136.89.49,2018-08-08 08:08:57,不是年轻人买房GDP能上去啊？[允悲],0,wb
2308,258,掉进梦中,山西晋城,124.164.57.60,2018-08-08 08:08:51,dbq 买不起房子是我无能 拿上去贷款 五百年内肯定还清,0,wb
2309,258,万年单身狗汪,辽宁朝阳,119.115.50.3,2018-08-08 08:08:11,真是你嘴大你有理,1,wb
2310,259,阿拉丁飞毯,江苏无锡,122.194.3.246,2018-08-08 08:08:10,前者不用自己还，后者要自己还，这是本质区别[doge],0,wb
2311,259,xl何事秋风悲画扇,江苏苏州,101.247.116.116,2018-08-08 08:08:07,到底是谁带领的？,0,wb
2312,259,閃電-滔,重庆,223.104.250.147,2018-08-08 08:08:02,不知道又是哪个不知廉耻的砖家言论！,0,wb
2313,259,你有妖气_,山西阳泉,118.80.57.80,2018-08-08 08:07:56,让我们改变消费观念透支几十年买房啊？,2,wb
2314,259,谎言中的胡某人,安徽黄山,183.166.241.61,2018-08-08 08:07:45,星巴克什么东西，没听说过啊[摊手][摊手],0,wb
2315,259,天涯人唱天涯,四川成都,222.209.75.72,2018-08-08 08:07:43,对不起[鲜花],0,wb
2316,259,吕刀鐶,河南洛阳,223.88.140.253,2018-08-08 08:07:16,一个时代有一个时代的问题，一代人有一代人的使命。虽然我们已走过万水千山，但仍需要不断跋山涉水。,0,wb
2317,259,花花花就是霸王花,陕西宝鸡,124.115.137.87,2018-08-08 08:06:39,睡一觉都有锅飞过来[摊手][摊手][摊手],0,wb
2318,259,掉进梦中,山西晋城,124.164.57.60,2018-08-08 08:06:24,这说的是个什么玩意,0,wb
2319,259,back0up0,甘肃兰州,223.104.27.92,2018-08-08 08:06:21,是呀～不买房    不结婚   不生娃    这就够了哈～赚多少花多少～就喜欢 旅游   拍照  还欠款,0,wb
2320,260,库啵库啵库啵库啵库啵库啵,四川遂宁,171.92.19.216,2018-08-08 08:05:46,[作揖]这代年轻人不行,0,wb
2321,260,小双后援会会长,北京,103.244.253.249,2018-08-08 08:05:20,我怎么关注了这么个东西,0,wb
2322,260,一壶清酒一束梨花,重庆,223.104.250.58,2018-08-08 08:04:58,咱年轻人，稳住，趁年轻赶快挥霍，吃喝玩乐，别买房别生小孩，要对得住别人给我们扣的帽子,2,wb
2323,260,埃蒙杨,四川成都,117.136.64.91,2018-08-08 08:04:58,甩锅？？？。,0,wb
2324,260,能饮一杯无05,天津,117.136.54.2,2018-08-08 08:04:30,好吃懒做的人什么时候都有，何况消费还不一定就是好吃懒做。,0,wb
2325,260,张子钿,河南,223.104.107.106,2018-08-08 08:04:14,关键是不攒钱买房。[哈哈][偷笑],0,wb
2326,260,爱如少年83,浙江杭州,103.30.98.224,2018-08-08 08:04:08,滚,0,wb
2327,260,于小闹是个大暖男,山东济南,113.129.253.52,2018-08-08 08:04:03,哇？我们年轻人都没有社会存在感，突然就能引领国家走向灭亡了，真厉害,0,wb
2328,260,吴陶蒙-criswu,浙江,112.17.243.186,2018-08-08 08:03:49,赶快复习一下战狼2反省一下自己,0,wb
2329,260,心之力-,江苏连云港,183.211.110.236,2018-08-08 08:03:35,按此理，该怎么说政府地方债呢？[笑而不语],0,wb
2330,262,杨无眠,四川成都,171.221.43.117,2018-08-08 08:00:26,杀了 重新生一批,0,wb
2331,262,停不下来的碎脚步,上海,112.64.68.164,2018-08-08 08:00:26,对不起，这锅我背不动啊[doge],0,wb
2332,262,胖Tao啊,浙江,223.104.247.92,2018-08-08 07:59:31,我觉得是50后的丈母娘要求买房，60后的房地产开发商买地，70后的工程师造房，80后的我们买不起房90后的不想买房，00后的没有房产意识。每一代的小孩都是这样，只是以前我们没有手机没有星巴克，等成年了大多都会改变。不能说是孩子的错,37,wb
2333,262,我要叫有钱,四川成都,125.71.235.146,2018-08-08 07:59:07,开始怪年轻人的消费观念了？银行滥发信用卡，你现在怪我消费观？房价高的离谱，必须贷款买，你告诉我我消费观错了？,725,wb
2334,262,托尼百斯特,福建福州,140.243.8.156,2018-08-08 07:58:40,认真你就输了,0,wb
2335,262,JKL茶杯装备型,广东广州,14.16.148.187,2018-08-08 07:58:33,说明穷，该发钱发房,0,wb
2336,262,柜子里有鬼,陕西西安,113.133.193.15,2018-08-08 07:58:33,大头是房贷吧,0,wb
2337,262,用户wk2qcaooxz,上海,223.104.212.96,2018-08-08 07:58:26,这是高级黑？,0,wb
2338,262,秋刀围脖,浙江温州,60.180.201.7,2018-08-08 07:58:25,我们老师经常说中国会毁在你们这一代手里,0,wb
2339,262,老不正经的增阅同学,江西上饶,117.164.232.129,2018-08-08 07:58:24,不说80后90后00后什么的了，直接一句年轻人，哈哈,0,wb
2340,263,巴拿马草帽在路上,陕西西安,1.81.86.147,2018-08-08 07:58:23,你把年轻人高估了吧！,0,wb
2341,263,Black_BlackCoffee,上海,101.90.124.180,2018-08-08 07:58:22,老一辈人都帮助买好了，包括再下一代人的，所以现代中国年轻人只需享受生活[怒][鄙视],0,wb
2342,263,cai才踩菜,广东广州,117.136.40.132,2018-08-08 07:57:51,先弄明白年轻人为什么需要借贷？,0,wb
2343,263,火锅八分熟,上海,117.136.8.155,2018-08-08 07:57:23,好好好，国家危机也是我们带领的[微笑],0,wb
2344,263,二甲李村,山东潍坊,182.33.160.237,2018-08-08 07:53:42,历经发现不好，全他妈这帮孩子搞得，拖出去枪毙,0,wb
2345,263,用户6601429456,河南周口,123.13.60.168,2018-08-08 07:53:30,六个钱包都掏空了，不借贷怎么活？？？,0,wb
2346,263,幼稚完926,重庆,183.227.2.160,2018-08-08 07:53:13,部分年轻人吧不能说全了,0,wb
2347,263,阳江至我靓仔,广东江门,223.104.1.234,2018-08-08 07:53:13,70后怼80后 80后成长起来怼90后  90后又怼00后 一代怼一代 现在的CEO和精英越来越年轻化了你怎么不说,0,wb
2348,263,风随性花随命,陕西西安,117.136.86.27,2018-08-08 07:53:02,房贷取消可否，放假下降可否？,0,wb
2349,263,冬宜密雪_有碎玉声,上海,112.64.68.123,2018-08-08 07:52:25,原来需要我偿还一生的是iPhone、星巴克，而不是房子[doge],0,wb
2350,264,蕊儿00,四川成都,117.175.130.148,2018-08-08 07:52:24,大家要是都不消费了不是更要慌,0,wb
2351,264,深深-静夜思,福建福州,140.243.1.246,2018-08-08 07:51:45,哦，年轻人没按你们要求长成韭菜？,0,wb
2352,264,Jackfruit-skx,河南,117.136.104.209,2018-08-08 07:51:23,神经病,0,wb
2353,264,魂归下菰城,浙江湖州,183.142.17.124,2018-08-08 07:51:18,活着真是对不起[微笑],0,wb
2354,264,Joker_ST,贵州贵阳,223.104.95.193,2018-08-08 07:51:15,手机衣服星巴克能花多少钱，房价才摧毁一切,0,wb
2355,264,手机用户1789340,浙江嘉兴,183.131.109.133,2018-08-08 07:51:13,哈哈哈哈哈哈哈,0,wb
2356,264,爱以身天下,广东深圳,101.233.230.45,2018-08-08 07:50:57,意思就是，你们给我好好存钱，来买房,0,wb
2357,264,阿丹08853,江西南昌,117.165.85.238,2018-08-08 07:50:42,[笑cry][赞]这么写是要先把锅摔好？！,0,wb
2358,264,头条股票,山东潍坊,223.78.226.149,2018-08-08 07:50:41,居安思危，生于忧患死于安乐,0,wb
2359,264,红蚂蚱,北京,114.240.194.252,2018-08-08 07:50:39,这回不赖女性红颜祸水身上了,0,wb
2360,265,幸福龙2012,广东广州,117.136.41.46,2018-08-08 07:50:35,ATM,0,wb
2361,265,猪八戒说我很笨,上海,183.193.121.118,2018-08-08 07:50:35,马德，月薪2万，连买个水果都想半天，你回来告诉我不合格，厉害了我的G,0,wb
2362,265,黑色小推车,北京,219.142.99.21,2018-08-08 07:50:21,以后我垂垂老矣，就可以对子孙说：这辈子我犯的最大的错，就是毁了一个国家。还蛮厉害的？？？？,0,wb
2363,265,夏天200505,四川成都,171.213.28.84,2018-08-08 07:50:16,这届年轻人不行，特别是没有读过高中的,0,wb
2364,265,田梟,北京,123.117.39.155,2018-08-08 07:50:07,谁写的？,0,wb
2365,265,去年今日t,上海,112.65.61.201,2018-08-08 07:50:00,还好我不是年轻人了，80后的都在奔4了，,0,wb
2366,265,RevengeRangers,北京,123.116.24.5,2018-08-08 07:49:13,人在家中坐，锅从天上来,0,wb
2367,265,危机债,广西柳州,220.173.178.9,2018-08-08 07:48:38,可参考。@和你在一起lyn ,0,wb
2368,265,Mr忠诚,山东,117.136.37.65,2018-08-08 07:47:27,这叫牛逼,0,wb
2369,265,风雪无阻陛下,山东济南,112.224.17.250,2018-08-08 07:47:27,这锅太重,0,wb
2370,266,注_定ing,上海,116.226.32.41,2018-08-08 07:46:57,别胡扯了，这样消费都拉不起三家马车，一次分配劳动所得还是太少了吧？,0,wb
2371,266,牛庄山,河南焦作,125.45.46.179,2018-08-08 07:46:41,社会就是这样的!,0,wb
2372,266,_清了,广东深圳,223.104.63.16,2018-08-08 07:46:09,这帽子可真够大的,0,wb
2373,266,新装腔指南,江苏苏州,58.209.170.52,2018-08-08 07:46:09,不买房是假的吧   身边同龄人都在买房没房的也在为没房担忧,0,wb
2374,266,wifi速度有点慢,广东深圳,112.97.192.113,2018-08-08 07:46:09,房子我是买不起了。难道钱不花，把钱存银行等通货膨胀？？,0,wb
2375,266,海边卡夫卡夫卡,黑龙江哈尔滨,42.102.166.8,2018-08-08 07:45:48,我只说一句，是谁在不遗余力的刺激人们透支消费？我相信有信用卡的人多数都收到过银行通知你临时额度可提升一倍的短信通知吧。,12,wb
2376,266,Soinlife,广东深圳,117.136.79.147,2018-08-08 07:45:45,就是因为你不买房，所以要被说。,0,wb
2377,266,罗健洲是我,重庆,125.85.252.215,2018-08-08 07:45:05,年轻人有这能耐?,0,wb
2378,266,肖恩不是我,安徽合肥,183.160.207.51,2018-08-08 07:44:04,别生娃了，抵制下一次危机的发起者！,0,wb
2379,266,兜兜de妈妈kiki,广西南宁,180.139.210.114,2018-08-08 07:43:27,看见标题就想骂人,0,wb
2380,267,许三呆,安徽合肥,36.60.242.38,2018-08-08 07:43:27,新一辈创富的机遇越来越少了，现在年轻人可以做什么？在我印象中，老一辈通过在工地打拼，很多人成了搞工程的老板，挣了不少钱。但很多人现在渐渐的也没落了，因为工程也不好做了，以前那种野蛮低端的挣钱方式不行了，因为文化水平不高，他们很多人现在也面临着只出不进的状态，且是多数，时代的大流。,8,wb
2381,267,不想设昵称好麻烦,北京,117.136.38.144,2018-08-08 07:42:32,凭什么怪我们年轻人，是这个社会发展畸形，不找主要原因，只看表面！你怎么不说买套房子我们还一辈子呢,0,wb
2382,267,用户6197923251,江苏苏州,112.22.231.241,2018-08-08 07:42:15,这把倒挡已经把股市打回20年前了，难道年轻人的生活也要回到20年前吗？这样的发展，是不是为了满足某些人的心里需要啊？,1,wb
2383,267,中年少女粉红兔兔兔,山东济南,223.104.2.9,2018-08-08 07:42:13,这锅年轻人不背,1,wb
2384,267,街角戏院门口的猫,江苏,223.104.146.154,2018-08-08 07:41:33,为什么不是国家带领年轻人走向危机[摊手],0,wb
2385,267,呵呵哒川川,云南普洱,39.128.183.81,2018-08-08 07:41:33,[费解][费解][费解][费解][费解][微笑][微笑][微笑][微笑][微笑]行吧，又是年轻人的锅。,0,wb
2386,267,咿嘛噠啊啊啊,上海,101.90.253.10,2018-08-08 07:41:01,还真的躺着也中枪,0,wb
2387,267,航母前甲板清洁工,山东济宁,123.132.109.143,2018-08-08 07:40:47,人在家中坐，锅从天上来,0,wb
2388,267,Molag-Bal,江苏南京,117.136.46.101,2018-08-08 07:40:12,意思 不买房也配叫消费？,0,wb
2389,267,Pumpkin_番瓜,广东深圳,112.97.195.59,2018-08-08 07:39:56,很有道理,0,wb
2390,268,蟹堡玉,辽宁营口,120.200.170.38,2018-08-08 07:39:54,当年咋说80后90后来的？咋一个套路。,0,wb
2391,268,新人旧念2018,山西太原,171.118.82.12,2018-08-08 07:39:38,真是这样你应该感谢这群年轻人，如果能保持下去，不仅可以拉动内需，还可以把你这变态的房地产恢复正常，让你的三家马车重新拉起来,0,wb
2392,268,-暗黑女王-,辽宁沈阳,182.200.90.198,2018-08-08 07:38:55,不贷款的围观下,0,wb
2393,268,宵五爷,安徽合肥,117.136.101.88,2018-08-08 07:37:19,一语中的,0,wb
2394,268,Mo0n精灵_522,广东广州,112.96.106.39,2018-08-08 07:37:16,吓人的标题,0,wb
2395,268,先聚焦后改变,浙江杭州,218.108.144.186,2018-08-08 07:37:13,妖言惑众,0,wb
2396,268,明天午饭吃什么呢,山东青岛,42.199.135.73,2018-08-08 07:37:04,借贷确实不好，还是要在自己能力范围内消费,0,wb
2397,268,I_the_Freedom,辽宁沈阳,42.248.55.84,2018-08-08 07:37:04,取关,0,wb
2398,268,X谢文钦_173,福建,117.136.75.205,2018-08-08 07:36:42,没钱，只能贷喽，不过贷了，要有还的能力就是了,0,wb
2399,268,夏秋阳ss,天津,111.32.51.154,2018-08-08 07:36:37,带领中国走向危机的是90后？小编有脑子没有，动动脑子都知道是谁在作死,0,wb
2400,269,英俊的葱叶,广东肇庆,120.87.176.159,2018-08-08 07:36:27,一句话：不买房就是拖后腿[doge][doge],0,wb
2401,269,书院三十先生,河北,223.104.101.154,2018-08-08 07:36:08,年轻人带领的？我靠，这么多年，我竟然对自己的力量一无所知，惭愧了惭愧了！,0,wb
2402,269,翻箱倒柜李三光,上海,223.104.213.48,2018-08-08 07:35:39,别人家的孩子系列,0,wb
2403,269,掸净心霾,黑龙江哈尔滨,1.190.175.60,2018-08-08 07:34:48,绝对了吧！,0,wb
2404,269,地板灰了,广东广州,223.73.52.132,2018-08-08 07:34:21,社会进步的表现不是么？[二哈],0,wb
2405,269,不会飞嘚蝙蝠侠,辽宁沈阳,42.248.53.165,2018-08-08 07:33:15,应该是文革一代,0,wb
2406,269,书生鲁达,上海,101.90.252.184,2018-08-08 07:32:32,都怪年轻人啊，不然我们早就实现现代化了。,0,wb
2407,269,Myloco,湖南湘潭,175.1.25.201,2018-08-08 07:32:30,中国媒体引领中国年轻人带领国家走向危机,0,wb
2408,269,地铁侠邱邱,江苏南京,117.136.67.5,2018-08-08 07:32:14,拉动内需的我们现在变成拖累了。。,0,wb
2409,269,猪八戒说我很笨,上海,183.193.121.118,2018-08-08 07:32:02,奥，原来是我们不合格啊，呵呵,0,wb
2410,270,蔓珠甄妮,宁夏银川,106.45.119.208,2018-08-08 07:31:48,不消费这些针对他们的营销岂不是白做了？,0,wb
2411,270,是非黑白no,湖北黄冈,171.41.90.21,2018-08-08 07:31:21,喝个星巴克就懂生活了？,0,wb
2412,270,Achen0219,上海,223.104.213.87,2018-08-08 07:31:18,真是活着就有罪，我做错了什么啊!？每天起来都要看见这种恶心的新闻，昨天是生孩子，今天是国家危机，呵呵！真是不要壁连了!以前还有遮羞布，现在就是不要脸了，啥也不在乎了吧！,0,wb
2413,270,美工16800,贵州遵义,114.138.2.10,2018-08-08 07:30:19,人笨刀顿，屋漏瓦稀。,0,wb
2414,270,MrChippy,美国纽约州,68.173.36.123,2018-08-08 07:29:58,……………………,0,wb
2415,270,原博名大仲马家的小仲马,江苏连云港,183.206.67.132,2018-08-08 07:29:19,👍👍👍👍😂😂😂😂😂😂😂😂哭笑不得,0,wb
2416,270,翕瓮雄,重庆,117.136.30.203,2018-08-08 07:28:21,嗯,0,wb
2417,270,天逸的2018,广东广州,14.30.6.151,2018-08-08 07:14:01,你起的这么早,0,wb
2418,270,安沐湖,江苏无锡,117.136.46.70,2018-08-08 06:54:50,独立思考是趋势,0,wb
2419,270,用户5636528170,山西太原,117.136.4.134,2018-08-08 06:53:58,反正买不起,0,wb
2420,271,Ace小懒猫儿,北京,115.33.168.77,2018-08-08 06:53:07,哈哈哈没毛病,0,wb
2421,271,用户5194304640,湖北,117.136.52.229,2018-08-08 06:52:17,唉，砖家，,0,wb
2422,271,俊凯啦啦啦_sunny,河南郑州,219.155.76.225,2018-08-08 06:41:26,不就是房子给大家压成这样的吗,0,wb
2423,271,刺猬冲锋号,山东济南,113.128.61.44,2018-08-08 06:38:07,接锅,0,wb
2424,271,小肉小丸,湖北武汉,115.190.37.181,2018-08-08 06:37:09,啧啧啧，这锅甩得……,0,wb
2425,271,开始找,山西太原,223.11.21.176,2018-08-08 06:34:14,拉黑拉黑,0,wb
2426,271,孙宇同學,辽宁大连,175.163.105.30,2018-08-08 06:32:41,除了房子 衣食住行什么买不起,0,wb
2427,271,尹玉圣,山西大同,110.51.141.87,2018-08-08 06:19:07,题目新颖,0,wb
2428,271,八戒小医生,黑龙江大庆,111.43.244.156,2018-08-08 06:11:32,主要是买不起,0,wb
2429,271,bobby拥抱朝阳,上海,112.65.11.62,2018-08-08 06:09:13,中国年轻人连星巴克也喝不起,0,wb
2430,272,疯跑的老张,江苏苏州,153.35.128.138,2018-08-08 06:07:49,小编是正经人吗？没喝过咖啡？没买过手机？,16,wb
2431,272,OIZAL,黑龙江哈尔滨,123.165.193.162,2018-08-08 06:05:32,也不知道你周围都是什么年轻人 不买房,0,wb
2432,272,二十五岁3,河南郑州,171.10.183.83,2018-08-08 06:04:43,哈哈哈,0,wb
2433,272,睿渊健雄,山西大同,110.51.198.180,2018-08-08 05:40:15,现在的年轻人才是国家的希望，他们素质更高，眼界更宽，要害也是这社会害了他们，一套房要了他们全家的希望！,0,wb
2434,272,你们城里人可真会玩,重庆,113.251.20.95,2018-08-08 05:31:39,就买星巴克、新手机就不接盘咋滴[二哈],0,wb
2435,272,草草3132034791,湖北武汉,27.18.34.228,2018-08-08 05:24:44,其实背后还有一个延伸的后果小编没说就是不婚,0,wb
2436,272,靴子上趴着猫,山东济南,123.233.6.146,2018-08-08 05:03:39,哈哈哈哈哈，这文的编辑想说什么？提醒大家，攒钱租房吧,0,wb
2437,272,Shyelo,英国英格兰,31.205.76.110,2018-08-08 04:39:09,有点标题党,0,wb
2438,272,最好的晋戈999,美国纽约州,47.17.230.169,2018-08-08 04:36:42,哈哈哈哈哈哈哈！,0,wb
2439,272,嗯嗯几好,广东广州,117.136.40.133,2018-08-08 04:33:47,对啊，我们好厉害啊,0,wb
2440,273,令狐丞相,辽宁本溪,223.102.220.147,2018-08-08 04:24:51,不看了，类似报道容易让我摔手机,0,wb
2441,273,ele1966,广东深圳,113.92.128.36,2018-08-08 04:19:53,年轻人背锅？,0,wb
2442,273,ATOM-V,广东广州,14.16.78.22,2018-08-08 03:51:02,00后不会这样的，您就放心好了。,0,wb
2443,273,干诺道,广东深圳,113.90.33.58,2018-08-08 03:40:56,年轻人背不动,0,wb
2444,273,喜乐心99,意大利,151.18.19.43,2018-08-08 03:38:41,甩锅了,0,wb
2445,273,秋风扫咲夜,山西长治,60.220.131.181,2018-08-08 03:34:23,儿孙自有儿孙福，莫为儿孙作远忧,0,wb
2446,273,RunEric,广东云浮,120.239.126.107,2018-08-08 03:30:42,这锅我不背,0,wb
2447,273,都找不着北,广东深圳,112.97.226.175,2018-08-08 03:22:47,这锅我们不背,0,wb
2448,273,butterflydreams,山西临汾,110.182.140.152,2018-08-08 03:20:04,哦。牛逼牛逼[微笑],0,wb
2449,273,亚丁没有湾,浙江杭州,112.10.114.153,2018-08-08 03:15:10,头像好评[可怜],0,wb
2450,274,网页不存在请刷新重试,新西兰,122.58.214.112,2018-08-08 03:13:00,额……其实大部分青年还是过着挣多少花多少的日子，为了个手机衣服背债的还是少数,0,wb
2451,274,甘肃王律师,甘肃武威,42.93.133.110,2018-08-08 03:12:40,文明的曙光在青年的心里。他们是文明人。,0,wb
2452,274,我姜与倪易淇峰狂,新疆乌鲁木齐,221.181.53.150,2018-08-08 03:00:47,年轻真好[笑cry],0,wb
2453,274,凌乱的啵啵啵,广西南宁,125.73.137.52,2018-08-08 03:00:39,甩锅一干二净,0,wb
2454,274,想睡到天昏地暗日月无光的纸灰机,北京,223.104.3.226,2018-08-08 03:00:20,到底谁会在星巴克自拍？？？,0,wb
2455,274,Mochan呀,江西南昌,223.104.170.207,2018-08-08 02:55:59,90后没惹你啊,0,wb
2456,274,爱学习的何师影,日本,125.198.40.67,2018-08-08 02:55:55,房子买不起还不让人买手机和衣服了？什么逻辑？,0,wb
2457,274,风雨雷电雪雾冰,山东济宁,27.199.173.240,2018-08-08 02:47:33,就因为房子我连买个个2000以上手机都得放弃，要是以前没房子我立马就买了,0,wb
2458,274,POJO,上海,183.193.172.36,2018-08-08 02:46:42,公务员看问题的视野就是不一样,0,wb
2459,274,王杰zzss,广西南宁,182.88.187.115,2018-08-08 02:46:12,严禁购买外国奢侈品禁令改出来了[二哈],0,wb
2460,275,脱兔2018,云南昆明,112.112.57.36,2018-08-08 02:42:40,[笑cry],0,wb
2461,275,长江睡客,江西九江,115.152.48.166,2018-08-08 02:37:35,年轻人是受害者。,0,wb
2462,275,耗涩之徒,广西桂林,171.106.153.91,2018-08-08 02:31:41,有点意思,0,wb
2463,275,没糖也要甜,浙江金华,39.186.188.240,2018-08-08 02:24:59,所以不买房买车 因为这样可以不借贷 活动很光荣[太开心],0,wb
2464,275,HeyWolverine,美国路易斯安那州,129.81.196.194,2018-08-08 02:21:03,但也创造了市场！创造了机会！未来集体支出模式需要向个体支出模式转变。,0,wb
2465,275,我是小小汉,湖南长沙,119.39.18.3,2018-08-08 02:15:23,关键是自己不赚几个钱，还要高消费,0,wb
2466,275,舞蹈侦探,江苏苏州,121.228.116.64,2018-08-08 02:13:57,还不睡呀,0,wb
2467,275,井中鳙鱼,辽宁盘锦,175.167.146.249,2018-08-08 02:13:36,炎黄子孙开悟了[赞],0,wb
2468,275,硬梗-,福建莆田,111.147.144.118,2018-08-08 02:13:10,这锅甩的[作揖],0,wb
2469,275,奇妙赵蕾,江苏南京,117.136.45.108,2018-08-08 02:11:03,还不睡哦,0,wb
2470,277,则啊魔魔,云南,117.136.72.218,2018-08-08 01:44:30,开什么国际玩笑,0,wb
2471,277,有能力才有话语权,辽宁沈阳,42.249.12.243,2018-08-08 01:38:26,年轻的一代总是被吐槽的。从80后到90后再到现在的00后！,0,wb
2472,277,joi633,海南海口,153.0.3.201,2018-08-08 01:35:44,怎么办，书没读过，钱没挣到，房没买，星巴克喝不起，大牌衣服买不起，还拖后腿，咋办,0,wb
2473,277,我决定了我要改名,广东深圳,117.136.39.214,2018-08-08 01:34:51,先举报一波,0,wb
2474,277,邢台问道读书会,浙江金华,125.112.98.64,2018-08-08 01:34:34,虽然可能没有这么严重，但是，仍然建议年轻人理性消费，贷款更是需谨慎！,0,wb
2475,277,奇国特种兵-死神在线,山东烟台,113.124.68.144,2018-08-08 01:32:53,那外国人都这么过，国家一样繁荣昌盛吧？,0,wb
2476,277,盗版日常,辽宁大连,123.185.128.188,2018-08-08 01:31:57,牛逼！,0,wb
2477,277,一凡投资管理咨询工作室,江苏南京,122.192.14.171,2018-08-08 01:28:36,决定取关,0,wb
2478,277,支刷宝宝,湖南长沙,58.20.74.67,2018-08-08 01:27:32,看了好气，真是过分了。,0,wb
2479,277,做人啦开心就行了,江苏南京,49.77.238.233,2018-08-08 01:27:20,还不睡,0,wb
2480,278,小田切巴巴,贵州,117.188.14.42,2018-08-08 01:25:00,小声点！！,0,wb
2481,278,笛笛笛笛笛哒,湖北宜昌,183.93.229.244,2018-08-08 01:24:15,呵，这口锅不背,0,wb
2482,278,Mingkal,广东广州,223.211.78.65,2018-08-08 01:22:13,这锅甩的...,0,wb
2483,278,王老湿-Jerryrs,广东深圳,14.155.157.162,2018-08-08 01:20:01,锅从天降[允悲][允悲][允悲],0,wb
2484,278,黄山说不要只做設計師,广东广州,113.119.195.94,2018-08-08 01:18:13,哈,0,wb
2485,278,随随便便走一趟,云南,117.136.72.218,2018-08-08 01:12:29,厉害了我的青年们[笑cry],0,wb
2486,278,成风沙,江西九江,39.168.138.15,2018-08-08 01:08:50,一天到晚就知道熬夜[怒骂][二哈],0,wb
2487,278,ECHO-射手,瑞典,130.237.240.11,2018-08-08 01:07:19,就看这个标题，没看内容。媒体有点良心信心行不行，你可以不说，但不能胡说啊。哎！,0,wb
2488,278,waitingfortheairplane,安徽滁州,112.31.120.51,2018-08-08 01:03:54,人在家中坐，锅从天上来。 你做什么都有理系列,0,wb
