,page,nick,area,ip,time,content,agree,rank,usertype
2026,228,MorningMountains,辽宁盘锦,175.167.130.155,2018-08-08 09:11:06,配图是日本空山基的画作,0,0,wb
2027,228,哈哈镜温补,江苏苏州,221.6.90.74,2018-08-08 09:11:05,呵呵呵,0,0,wb
2028,228,夏目云漱,上海,139.226.100.190,2018-08-08 09:10:58,这是嫌弃韭菜长得慢了,0,0,wb
2029,228,产屎官,广东广州,117.136.40.163,2018-08-08 09:10:52,[doge]没钱，银行肯贷款给你么,0,0,wb
2030,229,MY小鹏鹏,山东济南,113.127.145.41,2018-08-08 09:10:51,哈哈哈，我们年轻人可不敢带领国家。谁带的谁心里有数。,1,1,wb
2031,229,十九个男人的故事,江苏无锡,58.241.13.53,2018-08-08 09:10:49,不过星巴克确实不好喝,0,0,wb
2032,229,鹿庵,湖北襄阳,27.27.4.154,2018-08-08 09:10:48,滚犊子,0,0,wb
2033,229,狂暴天眼,内蒙古兴安盟,120.193.244.154,2018-08-08 09:10:48,完全没毛病，年轻人回归了人生，人生的本质就是体验,0,0,wb
2034,229,我是一个撒手,广东阳江,113.107.197.132,2018-08-08 09:10:47,把年轻人都杀光吧,0,0,wb
2035,229,瞐聑,四川成都,117.136.63.15,2018-08-08 09:10:45,放屁！！,0,0,wb
2036,229,eternity哈哈哈,贵州贵阳,117.187.229.44,2018-08-08 09:10:45,……美国经济增长的一部分因素就是美国是消费型社会，你现在说我们消费把国家带领到危机？？？,0,0,wb
2037,229,唔呼呼呼呀,广东深圳,112.97.57.29,2018-08-08 09:10:38,负债还换算成了美元[赞],0,0,wb
2038,229,不离-不负,云南昆明,14.204.23.175,2018-08-08 09:09:56,拉内需拉消费说年轻人不花钱也是你说的，现在花钱也是你说的，人嘴两片皮你爱怎样怎样,0,0,wb
2039,229,墨菲林,江苏苏州,114.219.163.206,2018-08-08 09:09:55,歪国人别搞事情，年轻人也别害怕，这篇文章是阴谋论，祖国是我们坚强的后盾，厉害着呢，他们会负担起应有的大国责任的。,0,0,wb
2040,230,孤独的深夜美食家,北京,114.253.36.102,2018-08-08 09:09:52,不抬杠的说，智能手机能有多少钱？大牌衣服你除非真天天穿顶级品牌或者私人定制的又能花多少钱？喝个星巴克也能算上债务？中国年轻人身上最大的两个债务难道不是住房和养老吗？[吃瓜],1,1,wb
2041,230,小林镇的鼠妈妈,安徽合肥,36.60.223.134,2018-08-08 09:09:47,90后表示，熟悉的味道,0,0,wb
2042,230,原装略略略,青海西宁,223.220.39.185,2018-08-08 09:09:47,锅从天上来[跪了],0,0,wb
2043,230,童话式狂躁者2,北京,123.119.76.245,2018-08-08 09:09:46,我能骂人吗,0,0,wb
2044,230,姬游_,北京,223.104.3.158,2018-08-08 09:09:44,房价便宜点？,0,0,wb
2045,230,妙妙肥猫别抓我,上海,117.136.8.236,2018-08-08 09:09:39,瞎扯淡，有本事找银行去啊，银行可是天天打电话劝年轻人办信用卡，办分期还款的。,0,0,wb
2046,230,机智的小河流,美国纽约州,107.14.54.2,2018-08-08 09:09:34,发现谷大居然转的是西酱的微博……,0,0,wb
2047,230,红磨坊舞蹈专卖,江苏镇江,114.229.174.91,2018-08-08 09:09:22,每一届都说不行 人总会长大的 不要过于担忧了,0,0,wb
2048,230,Guevara39,云南红河哈尼族彝族自治州,180.130.151.204,2018-08-08 09:09:17,这些年轻人也想家国天下，你们让吗？,0,0,wb
2049,230,听见就醉了,甘肃兰州,117.157.99.102,2018-08-08 09:09:17,锅不要乱甩，病源不在于人民。毒文误导，取消关注。,0,0,wb
2050,232,ZENG7,广东深圳,113.110.214.63,2018-08-08 09:09:11,我的信用卡还没还,0,0,wb
2051,232,掉肉好困难,湖北襄阳,27.29.189.137,2018-08-08 09:09:10,这话我们八零后听腻了，独生子女一代，是家里的小皇帝，衣来伸手饭来张口，娇生惯养是垮掉的一代，现在轮到我女儿这代接棒了？？？,0,0,wb
2052,232,王小贱begin_again,浙江温州,115.235.12.236,2018-08-08 09:08:47,前脚要我们扩大消费后脚就要砸个锅过来、、,0,0,wb
2053,232,加油加油baby佳,辽宁沈阳,116.2.75.230,2018-08-08 09:08:44,呵，这不以前那个什么80后90后00后怎么怎么滴么[吃瓜],0,0,wb
2054,232,英气逼人草泥马,浙江丽水,60.12.72.90,2018-08-08 09:08:42,人在家中坐，锅从天上来,0,0,wb
2055,232,诘尘,北京,124.64.16.134,2018-08-08 09:08:42,哈哈哈哈哈，我突然想笑。在年轻人为主体的地盘指责年轻人，神经病啊,0,0,wb
2056,232,laosan911,北京,124.64.16.97,2018-08-08 09:08:42,现在立秋了，马上冬天过年了，这小编估计已经养的肥肥胖胖的了！,0,0,wb
2057,232,大家总是老相识,贵州遵义,106.32.210.79,2018-08-08 09:08:40,这届年轻人太菜，我实在带不动[二哈][二哈],0,0,wb
2058,232,MrJk369,北京,202.106.112.150,2018-08-08 09:08:31,月薪不到2W，买不起房不让我喝杯星巴克？,0,0,wb
2059,232,vangelise,广东深圳,113.97.33.139,2018-08-08 09:08:05,现在的小编先把标题打上，最后内容里再说来自哪儿，你根本没法说他造谣,0,0,wb
2060,233,-Y-桔梗,广东深圳,116.30.120.223,2018-08-08 09:07:55,人在家中坐，锅从天上来,0,0,wb
2061,233,坐好就起飞,广西桂林,116.1.46.139,2018-08-08 09:07:55,锅从天上来,0,0,wb
2062,233,Who视之,广东深圳,116.31.83.186,2018-08-08 09:07:33,应该是个初中生吧,0,0,wb
2063,233,某Oscar,北京,117.136.38.150,2018-08-08 09:07:31,又是新浪财经啊[笑cry] 昨天也是他,0,0,wb
2064,233,counting_planets,吉林,111.26.35.221,2018-08-08 09:07:30,[黑线]我学工程经济的时候老师说借钱比存钱更能牟利，现在来跟我说贷款不光彩,0,0,wb
2065,233,风风火火小仙女,山西太原,183.200.13.34,2018-08-08 09:07:27,小编神经病已经确诊,0,0,wb
2066,233,岩岩在减肥,辽宁盘锦,175.167.146.242,2018-08-08 09:07:19,骂完80后，再骂90后,0,0,wb
2067,233,了不起的兴成,湖南长沙,218.76.13.81,2018-08-08 09:07:18,借了钱的都急着开始喷了[二哈][二哈],0,0,wb
2068,233,dabChen,四川成都,139.207.90.233,2018-08-08 09:07:17,昨晚上跟一个弱智说到三点过，深刻体会到人可以有多愚蠢,0,0,wb
2069,233,lreeezy,重庆,123.147.248.240,2018-08-08 09:07:15,这届年轻人不行？,0,0,wb
2070,234,baixiaoer白小二,江苏无锡,180.114.161.114,2018-08-08 09:07:06,那贷款是怎么贷出去的，别放贷啊,0,0,wb
2071,234,小柯_Kolar,浙江,223.104.247.26,2018-08-08 09:07:05,正文内容实际上和标题毫无关系,0,0,wb
2072,234,Rango_lo,北京,223.104.3.167,2018-08-08 09:07:05,恬不知耻,0,0,wb
2073,234,JohnLai03,广东中山,120.239.176.234,2018-08-08 09:07:04,这是辩论题目?,0,0,wb
2074,234,不要框躁,北京,111.198.111.14,2018-08-08 09:07:00,这种反社会的文章是谁写的……,0,0,wb
2075,234,Mr-Z啾啪啾啪啾不同意,北京,111.198.189.221,2018-08-08 09:06:59,多年轻？初中生吗？,0,0,wb
2076,234,风风火火小仙女,山西太原,183.200.13.34,2018-08-08 09:06:57,小编你出错药了吧,0,0,wb
2077,234,ALEX_CR7,上海,101.81.98.163,2018-08-08 09:06:56,人在家中坐，锅从天上来,0,0,wb
2078,234,息言守默,四川成都,112.193.114.208,2018-08-08 09:06:56,卧槽我以为我们的中年危机够可怕了，没想到青年焦虑更恐怖——带领国家走向危机[费解][二哈],0,0,wb
2079,234,Marcnga,四川成都,119.6.7.146,2018-08-08 09:06:54,已经到这个地步了吗？,0,0,wb
2080,235,还是枫来还是沙,湖南长沙,222.240.175.219,2018-08-08 09:06:21,我贷款买房子车位车子有错？我每个月按时还款你管我？钱越来越不值钱，不贷款才是傻呢,0,0,wb
2081,235,贱贱-屌丝猫,四川成都,221.237.154.61,2018-08-08 09:06:10,俄罗斯卫星网？就是那个号称全球最大的谣言制造库？,0,0,wb
2082,235,左岸破晓,江苏无锡,223.104.145.205,2018-08-08 09:06:09,右边正解,0,0,wb
2083,235,Carolnirm_,湖北武汉,27.18.135.196,2018-08-08 09:06:08,脑子是个好东西  希望你也有,0,0,wb
2084,235,扯TT淡,浙江杭州,125.122.35.82,2018-08-08 09:06:07,两个坐轮椅的老奶奶聊天，一个说我马上要攒够钱买新房子啦，另一个说我马上要还完住了几十年房子的贷款啦[doge],0,0,wb
2085,235,erika_112kk,浙江杭州,220.191.44.136,2018-08-08 09:05:58,也不知道我们年轻人做错了什么[费解],0,0,wb
2086,235,王小象爱迷糊,浙江杭州,124.160.43.218,2018-08-08 09:05:57,都赖你[doge],0,0,wb
2087,235,Terrorist_Win,北京,114.252.194.197,2018-08-08 09:05:45,今天开始节奏又玄乎了？,0,0,wb
2088,235,每个礼拜笑話大全,江西赣州,106.6.95.24,2018-08-08 09:05:40,这个是俄罗斯卫星通讯社写的啊…为什么很多人都说官媒？,0,0,wb
2089,235,方bo是个好小伙儿,北京,124.64.17.4,2018-08-08 09:05:38,哈哈哈[微笑],0,0,wb
2090,236,坑诺,河南洛阳,223.88.174.24,2018-08-08 09:05:32,移民新广告,0,0,wb
2091,236,大大嗒嗒海洋,上海,117.136.8.111,2018-08-08 09:05:19,这锅我不要,0,0,wb
2092,236,爪子一点都不胖,上海,112.64.119.202,2018-08-08 09:05:18, 俄罗斯卫星网报道，据英国《金融时报》（FT）援引中国国际金融股份有限公司（CICC）投行的数据/@anna波罗蜜部长:,0,0,wb
2093,236,UNSWEET27,浙江绍兴,124.160.212.221,2018-08-08 09:05:10,房子是不可能买不起的 那买杯星巴克我买得起你还不让我买了？？？小编多大？一笔借贷没用过？？？,0,0,wb
2094,236,熊中龍S,河北石家庄,106.114.252.185,2018-08-08 09:05:07,还的起+1,0,0,wb
2095,236,-夏露露-,黑龙江牡丹江,221.206.145.228,2018-08-08 09:05:06,锅从天上来,0,0,wb
2096,236,huahua啊huahua,广东广州,112.96.115.56,2018-08-08 09:05:04,大风吹着谁 谁就倒霉,0,0,wb
2097,236,Leehaowei_good,天津,106.47.239.71,2018-08-08 09:05:04,爱怎样就怎样 关你屁事瞎报道,0,0,wb
2098,236,恩哼_白二狼-___-,上海,58.39.177.238,2018-08-08 09:04:59,怕韭菜不够割，又嫌韭菜臭[费解],0,0,wb
2099,236,bearble,广东汕头,223.104.1.96,2018-08-08 09:04:59,这锅你背了你就是年轻人咯！[鼓掌][鼓掌],0,0,wb
2100,237,那个Hawk啊,美国,173.48.49.159,2018-08-08 09:04:59,人在家中坐，锅从天上来[污],0,0,wb
2101,237,糖醋爱排骨921,山东临沂,111.14.1.219,2018-08-08 09:04:54,我就搞不懂了，家长溺爱孩子是从我们这一代开始的吗？以前的家长就不爱孩子，不关心不呵护孩子了？,0,0,wb
2102,237,姆力姆力,浙江杭州,123.157.212.98,2018-08-08 09:04:53,年轻人都死光好了没问题的,0,0,wb
2103,237,ZP爱吃,福建,117.136.75.131,2018-08-08 09:04:51,@傲娇酱发射宇宙射线比优比优比优  [费解][费解][费解]强行我们的锅？,0,0,wb
2104,237,九曲神龙,广西柳州,111.12.51.178,2018-08-08 09:04:49,手机都只能买二手的[笑cry],0,0,wb
2105,237,钱一节课讲什么,北京,117.136.0.199,2018-08-08 09:04:44,原来我们这么厉害 膨胀,0,0,wb
2106,237,美跑子,河北,221.192.180.169,2018-08-08 09:04:42,我始终觉得整体上一代人比一代人强，无论是学识水平还是道德修养。,0,0,wb
2107,237,丹参片,上海,180.169.14.130,2018-08-08 09:04:42,这年轻一代只知道过好自己小日子，从来都不知道养国家，搞不好了。是时候来一波买房置产、炒股、买国债、生二胎的教育了。[嘻嘻][嘻嘻][嘻嘻],0,0,wb
2108,237,首心papa,广东东莞,117.136.40.39,2018-08-08 09:04:42,白吃,0,0,wb
2109,237,OlaDallas,山东济南,113.127.26.108,2018-08-08 09:04:42,毫无下限,0,0,wb
2110,238,Air_WB,浙江杭州,220.184.51.204,2018-08-08 09:04:41,人在家中坐，锅从天上来,0,0,wb
2111,238,胖子贾磊,甘肃兰州,42.90.95.96,2018-08-08 09:04:40,那这样我们就不多生消费观念更败坏的新一代了吧。不给祖国添麻烦。,0,0,wb
2112,238,哲立遥望天空塔,北京海淀,10.75.12.85,2018-08-08 09:04:39,别人家的孩子...哦不，韭菜,0,0,wb
2113,238,玉米炖排骨丶,浙江,112.17.238.53,2018-08-08 09:04:38,对不起，钱都花在了买房子上，父母的六个钱包也掏空了。我实在是没办法了,0,0,wb
2114,238,不确定小姐1125,江苏泰州,49.85.119.96,2018-08-08 09:04:38,气死个人，已经去骂过街了,0,0,wb
2115,238,饼喵子,河北唐山,111.227.5.106,2018-08-08 09:04:36,说得好,0,0,wb
2116,238,一刻早教,山东青岛,222.43.55.34,2018-08-08 09:04:10,好好坐在办公室，锅从天上来,0,0,wb
2117,238,我说的都是错的呢么么哒,山东青岛,27.219.60.234,2018-08-08 09:04:10,哈哈哈 好图 存了,0,0,wb
2118,238,阿伊_间歇爬墙,辽宁沈阳,117.136.5.188,2018-08-08 09:04:09,文案辞职吧[ok],0,0,wb
2119,238,cffleckandbenry,湖南,43.250.200.20,2018-08-08 09:04:06,强行甩锅 不是xxx带领我们吗[吐],0,0,wb
2120,239,ALCOHOL666,北京,114.242.248.37,2018-08-08 09:04:04,这一代人 从小墙边长大 视野注定受困,0,0,wb
2121,239,刘家屯遛狗少年,上海,112.65.61.170,2018-08-08 09:03:56,人在地铁挤成狗，黑锅忽从天上来。,0,0,wb
2122,239,天体物理社会人伦玄学观察研究,江苏南京,122.192.15.79,2018-08-08 09:03:44,这个时点，这个宏观经济走向，这个内外经济环境，还乱买乱加杠杆不珍惜自己的现金，那真的退出比较好，早晚也是被割的命。长得太快油麦菜也要被当韭菜割。一张新叶一个新芽也别长，憋着。,0,0,wb
2123,239,桃法师,上海,112.64.68.204,2018-08-08 09:03:39,我都消费降级得不行了你还给我扣锅？我消费降级是谁的锅心里还没点X数吗？,0,0,wb
2124,239,我弟丶,安徽合肥,58.243.254.71,2018-08-08 09:03:33,@来去之间 删了,0,0,wb
2125,239,就是貅诶,河南新乡,223.91.230.117,2018-08-08 09:03:33,啥？！？！？！,0,0,wb
2126,239,Kyoi_AKR,越南胡志明市,210.245.115.71,2018-08-08 09:03:26,加個問號就看不出帶節奏了？,0,0,wb
2127,239,翊为wa,北京,219.141.222.124,2018-08-08 09:03:10,不知道怎么评价,0,0,wb
2128,239,南方牛油果手握,湖南益阳,118.252.199.13,2018-08-08 09:03:09,看看这些不要脸的狗东西@陆陆的成长日记,0,0,wb
2129,239,自然卷_夏天,江苏盐城,218.92.220.163,2018-08-08 09:02:59,踏实肯干的，确实比例不大,9,450,wb
2130,240,欧洲足球风云,上海,101.90.124.144,2018-08-08 09:02:54,一声叹息,0,0,wb
2131,240,Dickson大胜,上海,218.79.155.31,2018-08-08 09:02:40,是谁推出的这么阴险的锅……,0,0,wb
2132,240,勇敢无敌来弄我赛,江苏徐州,49.92.160.239,2018-08-08 09:02:20,意思是年轻人消费拉动经济来钱太慢太少，赶紧把钱投进股市拿去卖房给他们明抢就完事了。,0,0,wb
2133,240,午夜看见阳光,广西南宁,111.58.208.86,2018-08-08 09:02:19,造谣，举报了,0,0,wb
2134,240,炸裂少年图坦依蒙,上海,223.104.213.40,2018-08-08 09:02:18,是的，放我去美国祸害美国吧，保证不辱使命,0,0,wb
2135,240,张de日常生活料理,河北廊坊,60.10.91.26,2018-08-08 09:02:18,现在的年轻人都在标榜个性，但是，这些个性都是一样的。,0,0,wb
2136,240,不确定小姐1125,江苏泰州,49.85.119.96,2018-08-08 09:01:47,房贷是多少？心里没数？星巴克贵还是房子利息贵？消费降级成啥样了？心里没数？把锅甩给年轻人，还让它们扎紧裤腰带生二胎？疯了吧，丧心病狂,0,0,wb
2137,240,南水遗人,辽宁大连,113.234.215.138,2018-08-08 09:01:44,还不是国家用娱乐把年轻人鼓励成这样的...[二哈]天天喊消费消费，现在不择手段地堆出信贷了，扭头就把锅甩给了年轻人[二哈],0,0,wb
2138,240,改个什么名号,山东青岛,144.52.47.151,2018-08-08 09:01:12,哇塞原来我们有这么厉害啊 都能引领国家危机了,0,0,wb
2139,240,进击的大圆脸,内蒙古赤峰,223.104.15.71,2018-08-08 09:01:06,90后又要背锅了，习惯了习惯了,0,0,wb
2140,243,rainbow_crash,重庆,14.108.15.160,2018-08-08 08:57:09,咦，可是房贷更还不起呀？[doge],0,0,wb
2141,243,杨先生不织围脖,广东揭阳,113.101.58.217,2018-08-08 08:56:53,工资高点就好了，,0,0,wb
2142,243,Rea昵称要怎么写啊,广东深圳,183.11.242.35,2018-08-08 08:54:20,也不知道谁把房子炒那么高价,0,0,wb
2143,243,古明地恋,广东清远,59.37.35.50,2018-08-08 08:53:45,哦忘记独立了[二哈],0,0,wb
2144,243,魅心之族,河南开封,61.158.148.6,2018-08-08 08:53:42,观点很独特，但看待任何事都不能盲人摸象，比如，你，我，他。[嘻嘻],0,0,wb
2145,243,Ansen爸,江苏徐州,223.104.147.137,2018-08-08 08:53:11,没看完算我断章取义，什么叫我积累的债务。年收入交给你35%，下面哪怕我去买杯咖啡也是交6%的税，我欠你什么嘛？,1,50,wb
2146,243,老洋-Young,辽宁盘锦,175.167.144.247,2018-08-08 08:52:40,说到重点了,0,0,wb
2147,243,轻触这,山西晋城,222.37.4.2,2018-08-08 08:52:22,他们这些孩子能算得上消费主力吗？不应该都是三四十多的中青年才算。,0,0,wb
2148,243,BEST--PARTNER,福建泉州,121.205.67.121,2018-08-08 08:51:25,除了文中所说的吃喝玩乐型的年轻人，这部分人要么有家底要么实现财务自由的，还有一种是被中国的收入与房价不均造成的终身负债型,0,0,wb
2149,243,九斤老太_,福建,117.136.75.140,2018-08-08 08:51:20,我没有信用卡,0,0,wb
2150,244,西风向南_,广东广州,121.32.154.164,2018-08-08 08:51:05,"中国人的传统习惯是""积谷防饥"",消费相对保守,这是非常好的传统,也是社会安定的一根""定海神针"".但相当长时间以来,特别是中国的经济学界不断推动政府搞西方模式的刺激消费,诱导中国人""先使未来钱"",年轻一代正在中毒,,,可悲的是整个社会顺应潮流了这个潮流,没有引起任何的警觉.,,",0,0,wb
2151,244,陶小标很能折腾,重庆,222.179.102.34,2018-08-08 08:50:18,[睡] 本来就买不起房子，还不让喝杯星巴克提升加班,0,0,wb
2152,244,X-Men威猛的小老虎,辽宁大连,116.3.207.73,2018-08-08 08:50:08,"对,都是我们的错[微笑]",0,0,wb
2153,244,请叫我白京,北京,223.104.3.226,2018-08-08 08:50:05,真是想多了！千禧一代大多数没生就有房子了！爸爸妈妈爷爷奶奶手里N套,0,0,wb
2154,244,我是小区giaogiao,陕西西安,36.46.200.219,2018-08-08 08:49:57,说的就是你 你还不承认,0,0,wb
2155,244,LPriest筑,贵州贵阳,111.121.127.80,2018-08-08 08:49:57,听到没有不要喝星巴克了不爱国,0,0,wb
2156,244,Shuviet,广东深圳,117.136.40.240,2018-08-08 08:49:54,明明是这一代帮助上一代把过度储蓄的钱用于消费提振经济,0,0,wb
2157,244,zoguzo,广东东莞,218.247.40.174,2018-08-08 08:49:36,不要怪小孩,0,0,wb
2158,244,立超同学,广东广州,218.19.89.86,2018-08-08 08:49:07,ur welcome,0,0,wb
2159,244,我叫布拉德皮蛋,湖南湘西土家族苗族自治州,36.158.27.92,2018-08-08 08:48:56,哈哈哈哈哈承包今日笑点,0,0,wb
2160,245,狼邪君,北京,221.221.241.30,2018-08-08 08:48:38,笑炸,0,0,wb
2161,245,我帐偏屏消隐,内蒙古呼和浩特,120.193.158.68,2018-08-08 08:48:34,。,0,0,wb
2162,245,一个人在路上看云,福建南平,218.85.244.153,2018-08-08 08:47:57,哦,0,0,wb
2163,245,我帐偏屏消隐,内蒙古呼和浩特,120.193.158.68,2018-08-08 08:47:52,一开始的房价不高，房贷无压力就可偿还。后来房价越来越高，年轻人直接就断了买房的念头。把不多的钱用在奢侈品消费上,0,0,wb
2164,245,后排的吃汉,浙江丽水,183.245.167.174,2018-08-08 08:47:14,年轻人超前消费还能拉动内需呢[太开心],0,0,wb
2165,245,Marcia_turea,河北沧州,120.11.188.14,2018-08-08 08:46:40,经济衰退了，先找人背锅试水。再说不借贷哪买得起房，十八线小县城的房子都已经一万多一平了,0,0,wb
2166,245,海浪-2011,贵州贵阳,221.13.1.227,2018-08-08 08:46:37,家里好几套房,0,0,wb
2167,245,吃货布朗熊,福建福州,58.22.113.170,2018-08-08 08:46:31,想吐槽点什么，发现我已经不是年轻人了……,0,0,wb
2168,245,断章DJ,广东广州,58.248.167.135,2018-08-08 08:46:16,就不能好好攒钱买房吗,0,0,wb
2169,245,海上明月之粼粼波光,北京,223.104.3.202,2018-08-08 08:46:15,放屁…这是没得怨了吗？？？,0,0,wb
2170,246,北冥有kun,上海,101.231.164.154,2018-08-08 08:46:14,被气炸了,0,0,wb
2171,246,卢瑟·锅,江苏苏州,153.34.145.14,2018-08-08 08:45:47,那啥，皮球踢的这么好，小编咋不去当国足教练呢[doge],0,0,wb
2172,246,归零投资者,重庆,119.85.30.203,2018-08-08 08:45:47,意思是为什么不买房，不还房贷,0,0,wb
2173,246,活着好累6414084561,江苏无锡,112.23.87.23,2018-08-08 08:45:46,随便你怎么甩锅！就不去工厂上班，就不买房子，就不生孩子！死猪不怕开水烫！[二哈],0,0,wb
2174,246,逼我下梁山,新疆,43.242.153.71,2018-08-08 08:45:42,先富带动后富，大家坐等就可以了，不急。,0,0,wb
2175,246,是的我是一个A,陕西延安,117.33.112.56,2018-08-08 08:45:25,？您也是年轻人？,0,0,wb
2176,246,massimomax,安徽六安,117.65.250.202,2018-08-08 08:45:24,快递奶茶一代,0,0,wb
2177,246,HappyHappyJoeyJoey,上海,101.90.125.104,2018-08-08 08:45:11,当你发现只要不买房，生活真TM开心，想吃啥吃啥，想玩啥玩啥[doge],57,2850,wb
2178,246,纵情燃烧粉丝自闭0723,江苏南京,122.96.43.58,2018-08-08 08:44:50,生活苦一点不碍事 一定要替国家把房地产事业搞上去,0,0,wb
2179,246,wind_zcc,浙江丽水,120.199.186.118,2018-08-08 08:44:38,形势欣欣向荣一片大好，哪里危机了,0,0,wb
2180,247,纵情燃烧粉丝自闭0723,江苏南京,122.96.43.58,2018-08-08 08:44:10,[doge][doge][doge][doge],0,0,wb
2181,247,百里寻渡,江苏连云港,36.149.41.65,2018-08-08 08:44:02,咱不是有武装头脑的核心价值观么，怎么还这样？,0,0,wb
2182,247,纵情燃烧粉丝自闭0723,江苏南京,122.96.43.58,2018-08-08 08:43:57,他不就是让你去拿贷款的意思么[doge]慢慢还,0,0,wb
2183,247,Super_DYL,河南南阳,218.29.14.50,2018-08-08 08:43:29,这个锅我不想背[允悲][允悲][允悲],0,0,wb
2184,247,破斧伐柯,河北,221.192.179.59,2018-08-08 08:43:03,促进消费拉动内需可是我国社会发展的未来方向，没有当代年轻人的消费观念，哪来的经济增长，然后大家都把钱攒在手里贬值吗[费解]而且这个债务率我觉得有绝大部分是贷款买房的……,0,0,wb
2185,247,一个阿达,湖北孝感,171.40.161.198,2018-08-08 08:42:53,好气哦 真的不要脸,0,0,wb
2186,247,索沃and仝老板,北京,117.136.38.171,2018-08-08 08:42:35,经济下滑的根本原因找到了 英明英明👏👏,0,0,wb
2187,247,西西里的扯淡传说,广东珠海,221.4.220.196,2018-08-08 08:41:49,早知道就借p2p，然后他们倒闭，然后就不用还了,0,0,wb
2188,247,kc君-,广东广州,42.199.60.154,2018-08-08 08:41:47,完了，准备消灭私有制,1,1,wb
2189,247,带坏蛋Yoseph,北京,223.104.3.153,2018-08-08 08:41:38,两百斤，十里路，一单肩。我行🤙🏻你不行👋🏻,0,0,wb
2190,248,非鱼莫属alex,上海,218.79.54.167,2018-08-08 08:41:38,没韭菜割了[允悲],0,0,wb
2191,248,早上七点听广播,广西南宁,180.139.205.60,2018-08-08 08:41:38,买不起房就不买了，还要阻止我们喝星巴克不成[摊手],0,0,wb
2192,248,果丹皮的丹丹皮,新加坡,222.164.144.59,2018-08-08 08:41:07,无力偿还的庞大债务……难道不是房贷？[二哈],0,0,wb
2193,248,我是_大老_板_205,重庆,14.108.8.123,2018-08-08 08:40:52,对对对，说的对，怪我们,0,0,wb
2194,248,春哥harp_sophomore,山东烟台,119.180.24.162,2018-08-08 08:40:44,买不起房，破罐破摔的消费，不正好拉动内需么[doge],0,0,wb
2195,248,善于发呆的人,河北邯郸,111.226.93.148,2018-08-08 08:39:48,这是号召大家准备艰苦奋斗勤俭节约的意思。,0,0,wb
2196,248,Chris木木大的蹄子哒爪子,广西柳州,124.226.252.13,2018-08-08 08:39:20,@苏州桥黑旋风二狗子 哈哈哈哈哈哈哈哈急了,0,0,wb
2197,248,半创BANCHUANG,江苏无锡,222.191.237.82,2018-08-08 08:38:37,天将降大锅于斯人也,0,0,wb
2198,248,Zhoonnng,上海,223.104.213.80,2018-08-08 08:38:25,不说房子压力，喝星巴克能喝穷啊，虽然我不喝,0,0,wb
2199,248,症候来时墙头多,浙江,223.104.247.121,2018-08-08 08:38:20,94，地方政府借的不是债？,0,0,wb
2200,249,夜516,山东青岛,223.80.233.231,2018-08-08 08:38:19,但我感觉经常喝星巴克的都是有房的[允悲],0,0,wb
2201,249,一棵大树和一只杯子,北京,124.64.17.125,2018-08-08 08:38:17,星巴克是啥？没喝过,0,0,wb
2202,249,千金散尽还复来上句,北京,117.136.0.236,2018-08-08 08:38:16,辣鸡文章今年特别多,0,0,wb
2203,249,能年驼背母猴子的长颈鹿,福建福州,211.97.129.220,2018-08-08 08:38:04,庞大债务貌似不是什么狗屁智能手机、大牌衣服、星巴克咖啡馆造成的吧,2022,20045,wb
2204,249,一蓑烟雨任平生45570,重庆,125.80.246.41,2018-08-08 08:38:00,意思是不该借贷喝星巴克，买手机，该全力借贷买房呗？,0,0,wb
2205,249,醉仔丶丶,浙江湖州,112.11.195.111,2018-08-08 08:37:52,嚯嚯，真实[太开心],0,0,wb
2206,249,山不语T,北京,124.126.2.112,2018-08-08 08:37:05,牛逼了。我谢谢你们的夸奖,0,0,wb
2207,249,勤劳勇敢的Mona,天津塘沽,220.115.236.244,2018-08-08 08:36:20,我觉得我背的最庞大的债务就是房贷，为了它现在都无法享受智能手机、大牌服装的生活……,0,0,wb
2208,249,愿每天灿烂直到不能这华丽旅行,江苏南京,117.88.187.70,2018-08-08 08:35:32,等会儿，我才看到为啥要加一句星巴克摆拍跟奢牌手机放一块儿，这是星爸爸的软文么,0,0,wb
2209,249,岸本陆可,广西,223.104.22.71,2018-08-08 08:35:25,我宁愿用信用卡玩乐也不打算炒股被割呀,0,0,wb
2210,250,爬山的西瓜,北京,111.199.189.224,2018-08-08 08:34:54,好啊，把年轻人的微博都删了呗，看你以后明星过生日热门谁还刷[doge],0,0,wb
2211,250,我是神州居民,山西太原,218.26.54.89,2018-08-08 08:34:49,放你妈的狗臭屁 年轻人能带动国家政策？真想煮了你脑袋,0,0,wb
2212,250,W__Henry,浙江,223.104.247.199,2018-08-08 08:34:03,看看现在的房价，看看现在的物价，再去看看现在绝大部分年轻人的收入，谁会真的愿意去借贷，还不是被逼出来的,0,0,wb
2213,250,Ng_Ka_Fai,广东广州,117.136.32.95,2018-08-08 08:33:29,我就弱弱问句  90后不算年轻人了吧.？,0,0,wb
2214,250,你看起来很能吃,上海徐汇,101.245.227.230,2018-08-08 08:32:59,买房那么大的还贷压力还被说带领走向危机……人活着真累,0,0,wb
2215,250,XL滴水穿石,河北沧州,223.104.101.58,2018-08-08 08:32:59,人越年轻，就越应该多承担一些国家和社会责任，而不能任性而为、膨胀私欲。,1,50,wb
2216,250,脆桃香桃,重庆,223.104.251.53,2018-08-08 08:32:52,本年轻人不背锅[白眼],0,0,wb
