,ip,agree,nick,content,usertype,time,page,area
2133,112.64.68.204,0,桃法师,我都消费降级得不行了你还给我扣锅？我消费降级是谁的锅心里还没点X数吗？,wb,2018-08-08 09:03:39,239,上海
2134,58.243.254.71,0,我弟丶,@来去之间 删了,wb,2018-08-08 09:03:33,239,安徽合肥
2135,223.91.230.117,0,就是貅诶,啥？！？！？！,wb,2018-08-08 09:03:33,239,河南新乡
2136,210.245.115.71,0,Kyoi_AKR,加個問號就看不出帶節奏了？,wb,2018-08-08 09:03:26,239,越南胡志明市
2137,219.141.222.124,0,翊为wa,不知道怎么评价,wb,2018-08-08 09:03:10,239,北京
2138,118.252.199.13,0,南方牛油果手握,看看这些不要脸的狗东西@陆陆的成长日记,wb,2018-08-08 09:03:09,239,湖南益阳
2139,218.92.220.163,9,自然卷_夏天,踏实肯干的，确实比例不大,wb,2018-08-08 09:02:59,239,江苏盐城
2140,101.90.124.144,0,欧洲足球风云,一声叹息,wb,2018-08-08 09:02:54,240,上海
2141,218.79.155.31,0,Dickson大胜,是谁推出的这么阴险的锅……,wb,2018-08-08 09:02:40,240,上海
2142,49.92.160.239,0,勇敢无敌来弄我赛,意思是年轻人消费拉动经济来钱太慢太少，赶紧把钱投进股市拿去卖房给他们明抢就完事了。,wb,2018-08-08 09:02:20,240,江苏徐州
2143,111.58.208.86,0,午夜看见阳光,造谣，举报了,wb,2018-08-08 09:02:19,240,广西南宁
2144,223.104.213.40,0,炸裂少年图坦依蒙,是的，放我去美国祸害美国吧，保证不辱使命,wb,2018-08-08 09:02:18,240,上海
2145,60.10.91.26,0,张de日常生活料理,现在的年轻人都在标榜个性，但是，这些个性都是一样的。,wb,2018-08-08 09:02:18,240,河北廊坊
2146,49.85.119.96,0,不确定小姐1125,房贷是多少？心里没数？星巴克贵还是房子利息贵？消费降级成啥样了？心里没数？把锅甩给年轻人，还让它们扎紧裤腰带生二胎？疯了吧，丧心病狂,wb,2018-08-08 09:01:47,240,江苏泰州
2147,113.234.215.138,0,南水遗人,还不是国家用娱乐把年轻人鼓励成这样的...[二哈]天天喊消费消费，现在不择手段地堆出信贷了，扭头就把锅甩给了年轻人[二哈],wb,2018-08-08 09:01:44,240,辽宁大连
2148,144.52.47.151,0,改个什么名号,哇塞原来我们有这么厉害啊 都能引领国家危机了,wb,2018-08-08 09:01:12,240,山东青岛
2149,223.104.15.71,0,进击的大圆脸,90后又要背锅了，习惯了习惯了,wb,2018-08-08 09:01:06,240,内蒙古赤峰
2150,220.173.103.236,0,没荒古怎么开膜能,真实吐了,wb,2018-08-08 08:58:45,242,广西柳州
2151,119.163.200.42,0,究极亚古兽,人从家里做，锅从天上来,wb,2018-08-08 08:58:40,242,山东济南
2152,123.247.48.240,0,大鹏看下雪,谁带领的？,wb,2018-08-08 08:58:36,242,辽宁辽阳
2153,219.131.78.16,0,懒鱼今天运动了吗,今天才知道自己有引领者力量[二哈],wb,2018-08-08 08:58:25,242,广东惠州
2154,223.104.251.44,0,缤纷的落英D微博,还好吧，一般家庭的孩子消费都还是比较保守。,wb,2018-08-08 08:58:21,242,重庆
2155,219.132.232.18,0,只喜欢你200311,房子该降价了，否则年轻人不买了[允悲],wb,2018-08-08 08:58:10,242,广东东莞
2156,101.206.171.105,0,低麦芽度,这口锅不背,wb,2018-08-08 08:58:07,242,四川成都
2157,14.16.134.158,0,i_am_Philip,年轻人集体高潮了,wb,2018-08-08 08:57:43,242,广东广州
2158,112.85.114.242,0,感知春秋,竟无力反驳😊,wb,2018-08-08 08:57:14,242,江苏南通
2159,223.104.3.251,0,云端漫步0523,大部分年轻人已经压力够大了，步入社会就面临高房价高租金，竟然还要背这个锅，我一个七零后都看不下去了。,wb,2018-08-08 08:57:12,242,北京
2160,14.108.15.160,0,rainbow_crash,咦，可是房贷更还不起呀？[doge],wb,2018-08-08 08:57:09,243,重庆
2161,113.101.58.217,0,杨先生不织围脖,工资高点就好了，,wb,2018-08-08 08:56:53,243,广东揭阳
2162,183.11.242.35,0,Rea昵称要怎么写啊,也不知道谁把房子炒那么高价,wb,2018-08-08 08:54:20,243,广东深圳
2163,59.37.35.50,0,古明地恋,哦忘记独立了[二哈],wb,2018-08-08 08:53:45,243,广东清远
2164,61.158.148.6,0,魅心之族,观点很独特，但看待任何事都不能盲人摸象，比如，你，我，他。[嘻嘻],wb,2018-08-08 08:53:42,243,河南开封
2165,223.104.147.137,1,Ansen爸,没看完算我断章取义，什么叫我积累的债务。年收入交给你35%，下面哪怕我去买杯咖啡也是交6%的税，我欠你什么嘛？,wb,2018-08-08 08:53:11,243,江苏徐州
2166,175.167.144.247,0,老洋-Young,说到重点了,wb,2018-08-08 08:52:40,243,辽宁盘锦
2167,222.37.4.2,0,轻触这,他们这些孩子能算得上消费主力吗？不应该都是三四十多的中青年才算。,wb,2018-08-08 08:52:22,243,山西晋城
2168,121.205.67.121,0,BEST--PARTNER,除了文中所说的吃喝玩乐型的年轻人，这部分人要么有家底要么实现财务自由的，还有一种是被中国的收入与房价不均造成的终身负债型,wb,2018-08-08 08:51:25,243,福建泉州
2169,117.136.75.140,0,九斤老太_,我没有信用卡,wb,2018-08-08 08:51:20,243,福建
2170,121.32.154.164,0,西风向南_,"中国人的传统习惯是""积谷防饥"",消费相对保守,这是非常好的传统,也是社会安定的一根""定海神针"".但相当长时间以来,特别是中国的经济学界不断推动政府搞西方模式的刺激消费,诱导中国人""先使未来钱"",年轻一代正在中毒,,,可悲的是整个社会顺应潮流了这个潮流,没有引起任何的警觉.,,",wb,2018-08-08 08:51:05,244,广东广州
2171,222.179.102.34,0,陶小标很能折腾,[睡] 本来就买不起房子，还不让喝杯星巴克提升加班,wb,2018-08-08 08:50:18,244,重庆
2172,116.3.207.73,0,X-Men威猛的小老虎,"对,都是我们的错[微笑]",wb,2018-08-08 08:50:08,244,辽宁大连
2173,223.104.3.226,0,请叫我白京,真是想多了！千禧一代大多数没生就有房子了！爸爸妈妈爷爷奶奶手里N套,wb,2018-08-08 08:50:05,244,北京
2174,36.46.200.219,0,我是小区giaogiao,说的就是你 你还不承认,wb,2018-08-08 08:49:57,244,陕西西安
2175,111.121.127.80,0,LPriest筑,听到没有不要喝星巴克了不爱国,wb,2018-08-08 08:49:57,244,贵州贵阳
2176,117.136.40.240,0,Shuviet,明明是这一代帮助上一代把过度储蓄的钱用于消费提振经济,wb,2018-08-08 08:49:54,244,广东深圳
2177,218.247.40.174,0,zoguzo,不要怪小孩,wb,2018-08-08 08:49:36,244,广东东莞
2178,218.19.89.86,0,立超同学,ur welcome,wb,2018-08-08 08:49:07,244,广东广州
2179,36.158.27.92,0,我叫布拉德皮蛋,哈哈哈哈哈承包今日笑点,wb,2018-08-08 08:48:56,244,湖南湘西土家族苗族自治州
2180,221.221.241.30,0,狼邪君,笑炸,wb,2018-08-08 08:48:38,245,北京
2181,120.193.158.68,0,我帐偏屏消隐,。,wb,2018-08-08 08:48:34,245,内蒙古呼和浩特
2182,218.85.244.153,0,一个人在路上看云,哦,wb,2018-08-08 08:47:57,245,福建南平
2183,120.193.158.68,0,我帐偏屏消隐,一开始的房价不高，房贷无压力就可偿还。后来房价越来越高，年轻人直接就断了买房的念头。把不多的钱用在奢侈品消费上,wb,2018-08-08 08:47:52,245,内蒙古呼和浩特
2184,183.245.167.174,0,后排的吃汉,年轻人超前消费还能拉动内需呢[太开心],wb,2018-08-08 08:47:14,245,浙江丽水
2185,120.11.188.14,0,Marcia_turea,经济衰退了，先找人背锅试水。再说不借贷哪买得起房，十八线小县城的房子都已经一万多一平了,wb,2018-08-08 08:46:40,245,河北沧州
2186,221.13.1.227,0,海浪-2011,家里好几套房,wb,2018-08-08 08:46:37,245,贵州贵阳
2187,58.22.113.170,0,吃货布朗熊,想吐槽点什么，发现我已经不是年轻人了……,wb,2018-08-08 08:46:31,245,福建福州
2188,58.248.167.135,0,断章DJ,就不能好好攒钱买房吗,wb,2018-08-08 08:46:16,245,广东广州
2189,223.104.3.202,0,海上明月之粼粼波光,放屁…这是没得怨了吗？？？,wb,2018-08-08 08:46:15,245,北京
2190,101.231.164.154,0,北冥有kun,被气炸了,wb,2018-08-08 08:46:14,246,上海
2191,153.34.145.14,0,卢瑟·锅,那啥，皮球踢的这么好，小编咋不去当国足教练呢[doge],wb,2018-08-08 08:45:47,246,江苏苏州
2192,119.85.30.203,0,归零投资者,意思是为什么不买房，不还房贷,wb,2018-08-08 08:45:47,246,重庆
2193,112.23.87.23,0,活着好累6414084561,随便你怎么甩锅！就不去工厂上班，就不买房子，就不生孩子！死猪不怕开水烫！[二哈],wb,2018-08-08 08:45:46,246,江苏无锡
2194,43.242.153.71,0,逼我下梁山,先富带动后富，大家坐等就可以了，不急。,wb,2018-08-08 08:45:42,246,新疆
2195,117.33.112.56,0,是的我是一个A,？您也是年轻人？,wb,2018-08-08 08:45:25,246,陕西延安
2196,117.65.250.202,0,massimomax,快递奶茶一代,wb,2018-08-08 08:45:24,246,安徽六安
2197,101.90.125.104,57,HappyHappyJoeyJoey,当你发现只要不买房，生活真TM开心，想吃啥吃啥，想玩啥玩啥[doge],wb,2018-08-08 08:45:11,246,上海
2198,122.96.43.58,0,纵情燃烧粉丝自闭0723,生活苦一点不碍事 一定要替国家把房地产事业搞上去,wb,2018-08-08 08:44:50,246,江苏南京
2199,120.199.186.118,0,wind_zcc,形势欣欣向荣一片大好，哪里危机了,wb,2018-08-08 08:44:38,246,浙江丽水
2200,122.96.43.58,0,纵情燃烧粉丝自闭0723,[doge][doge][doge][doge],wb,2018-08-08 08:44:10,247,江苏南京
2201,36.149.41.65,0,百里寻渡,咱不是有武装头脑的核心价值观么，怎么还这样？,wb,2018-08-08 08:44:02,247,江苏连云港
2202,122.96.43.58,0,纵情燃烧粉丝自闭0723,他不就是让你去拿贷款的意思么[doge]慢慢还,wb,2018-08-08 08:43:57,247,江苏南京
2203,218.29.14.50,0,Super_DYL,这个锅我不想背[允悲][允悲][允悲],wb,2018-08-08 08:43:29,247,河南南阳
2204,221.192.179.59,0,破斧伐柯,促进消费拉动内需可是我国社会发展的未来方向，没有当代年轻人的消费观念，哪来的经济增长，然后大家都把钱攒在手里贬值吗[费解]而且这个债务率我觉得有绝大部分是贷款买房的……,wb,2018-08-08 08:43:03,247,河北
2205,171.40.161.198,0,一个阿达,好气哦 真的不要脸,wb,2018-08-08 08:42:53,247,湖北孝感
2206,117.136.38.171,0,索沃and仝老板,经济下滑的根本原因找到了 英明英明👏👏,wb,2018-08-08 08:42:35,247,北京
2207,221.4.220.196,0,西西里的扯淡传说,早知道就借p2p，然后他们倒闭，然后就不用还了,wb,2018-08-08 08:41:49,247,广东珠海
2208,42.199.60.154,1,kc君-,完了，准备消灭私有制,wb,2018-08-08 08:41:47,247,广东广州
2209,218.79.54.167,0,非鱼莫属alex,没韭菜割了[允悲],wb,2018-08-08 08:41:38,247,上海
2210,180.139.205.60,0,早上七点听广播,买不起房就不买了，还要阻止我们喝星巴克不成[摊手],wb,2018-08-08 08:41:38,248,广西南宁
2211,223.104.3.153,0,带坏蛋Yoseph,两百斤，十里路，一单肩。我行🤙🏻你不行👋🏻,wb,2018-08-08 08:41:38,248,北京
2212,222.164.144.59,0,果丹皮的丹丹皮,无力偿还的庞大债务……难道不是房贷？[二哈],wb,2018-08-08 08:41:07,248,新加坡
2213,14.108.8.123,0,我是_大老_板_205,对对对，说的对，怪我们,wb,2018-08-08 08:40:52,248,重庆
2214,119.180.24.162,0,春哥harp_sophomore,买不起房，破罐破摔的消费，不正好拉动内需么[doge],wb,2018-08-08 08:40:44,248,山东烟台
2215,111.226.93.148,0,善于发呆的人,这是号召大家准备艰苦奋斗勤俭节约的意思。,wb,2018-08-08 08:39:48,248,河北邯郸
2216,124.226.252.13,0,Chris木木大的蹄子哒爪子,@苏州桥黑旋风二狗子 哈哈哈哈哈哈哈哈急了,wb,2018-08-08 08:39:20,248,广西柳州
2217,222.191.237.82,0,半创BANCHUANG,天将降大锅于斯人也,wb,2018-08-08 08:38:37,248,江苏无锡
2218,223.104.213.80,0,Zhoonnng,不说房子压力，喝星巴克能喝穷啊，虽然我不喝,wb,2018-08-08 08:38:25,248,上海
2219,223.104.247.121,0,症候来时墙头多,94，地方政府借的不是债？,wb,2018-08-08 08:38:20,248,浙江
2220,223.80.233.231,0,夜516,但我感觉经常喝星巴克的都是有房的[允悲],wb,2018-08-08 08:38:19,249,山东青岛
2221,124.64.17.125,0,一棵大树和一只杯子,星巴克是啥？没喝过,wb,2018-08-08 08:38:17,249,北京
2222,117.136.0.236,0,千金散尽还复来上句,辣鸡文章今年特别多,wb,2018-08-08 08:38:16,249,北京
2223,211.97.129.220,2022,能年驼背母猴子的长颈鹿,庞大债务貌似不是什么狗屁智能手机、大牌衣服、星巴克咖啡馆造成的吧,wb,2018-08-08 08:38:04,249,福建福州
2224,125.80.246.41,0,一蓑烟雨任平生45570,意思是不该借贷喝星巴克，买手机，该全力借贷买房呗？,wb,2018-08-08 08:38:00,249,重庆
2225,112.11.195.111,0,醉仔丶丶,嚯嚯，真实[太开心],wb,2018-08-08 08:37:52,249,浙江湖州
2226,124.126.2.112,0,山不语T,牛逼了。我谢谢你们的夸奖,wb,2018-08-08 08:37:05,249,北京
2227,220.115.236.244,0,勤劳勇敢的Mona,我觉得我背的最庞大的债务就是房贷，为了它现在都无法享受智能手机、大牌服装的生活……,wb,2018-08-08 08:36:20,249,天津塘沽
2228,117.88.187.70,0,愿每天灿烂直到不能这华丽旅行,等会儿，我才看到为啥要加一句星巴克摆拍跟奢牌手机放一块儿，这是星爸爸的软文么,wb,2018-08-08 08:35:32,249,江苏南京
2229,223.104.22.71,0,岸本陆可,我宁愿用信用卡玩乐也不打算炒股被割呀,wb,2018-08-08 08:35:25,249,广西
2230,111.199.189.224,0,爬山的西瓜,好啊，把年轻人的微博都删了呗，看你以后明星过生日热门谁还刷[doge],wb,2018-08-08 08:34:54,250,北京
2231,218.26.54.89,0,我是神州居民,放你妈的狗臭屁 年轻人能带动国家政策？真想煮了你脑袋,wb,2018-08-08 08:34:49,250,山西太原
2232,223.104.247.199,0,W__Henry,看看现在的房价，看看现在的物价，再去看看现在绝大部分年轻人的收入，谁会真的愿意去借贷，还不是被逼出来的,wb,2018-08-08 08:34:03,250,浙江
2233,117.136.32.95,0,Ng_Ka_Fai,我就弱弱问句  90后不算年轻人了吧.？,wb,2018-08-08 08:33:29,250,广东广州
2234,101.245.227.230,0,你看起来很能吃,买房那么大的还贷压力还被说带领走向危机……人活着真累,wb,2018-08-08 08:32:59,250,上海徐汇
2235,223.104.101.58,1,XL滴水穿石,人越年轻，就越应该多承担一些国家和社会责任，而不能任性而为、膨胀私欲。,wb,2018-08-08 08:32:59,250,河北沧州
2236,223.104.251.53,0,脆桃香桃,本年轻人不背锅[白眼],wb,2018-08-08 08:32:52,250,重庆
2237,116.27.225.144,0,N7Crusades,绝了,wb,2018-08-08 08:32:45,250,广东江门
2238,223.104.251.49,10,莫名其妙的就走向人生巅峰了,自己不做好P2P监管，让年轻人背锅？的确有部分是你说的那样，但实际上确实监管力度不严，才会有这些乱象,wb,2018-08-08 08:32:29,250,重庆
2239,117.153.42.148,0,用户5699580447,学夷人借贷消费的确有问题，现在的年青一辈根本沒经历过风浪，你们以为前人储蓄习惯是天上掉下来的么？那是尸骨堆里滚爬出来的。一有问题，首先是这些炮灰灰飞烟灭。,wb,2018-08-08 08:32:03,250,湖北宜昌
2240,117.136.5.170,0,小林树Ryan,应该是星巴克的硬广   一定是的   因为找不到别的合理的立足点,wb,2018-08-08 08:32:03,251,辽宁沈阳
2241,119.135.180.178,0,一夜鬼行,4线城市青年表示正在供屋，压力大,wb,2018-08-08 08:32:00,251,广东清远
2242,223.104.212.113,0,shevchenkoand7,哈哈哈哈哈😂,wb,2018-08-08 08:31:29,251,上海
2243,112.97.63.135,0,冰糖牛奶加咖啡,韭菜真惨，总是被说 ,wb,2018-08-08 08:30:50,251,广东深圳
2244,39.168.134.30,0,雄基大人,活着不好吗正义？,wb,2018-08-08 08:30:47,251,江西九江
2245,114.88.31.232,3518,馒妮艹艹,笑死了，我工作辛苦买不起房子，还不允许我买星巴克 买包 旅游了？？,wb,2018-08-08 08:30:35,251,上海
2246,223.104.246.62,0,山里头的奋斗,中国年轻人天天刷微博，是不是要年轻人少刷微博，你看看世界,wb,2018-08-08 08:30:16,251,浙江
2247,121.9.126.48,0,我是蒙亮,不贷款拿头买房子。[允悲],wb,2018-08-08 08:30:13,251,广东佛山
2248,115.210.254.61,0,天空飘来的张巧楼,那不贷款又没钱买房，你给钱？,wb,2018-08-08 08:30:09,251,浙江金华
2249,36.7.110.11,0,Tony人形维尼,还不赶快回家生孩子，工作，买房为GDP做贡献去！,wb,2018-08-08 08:29:40,251,安徽合肥
2250,112.224.71.171,0,Poeria丶,这标题目测都不是个学经济的人能写出来的。本科生都就不会这么说[微笑],wb,2018-08-08 08:24:26,253,山东青岛
2251,180.120.32.114,0,Mandytiannnnn,人在家中坐   锅从天上来,wb,2018-08-08 08:24:25,253,江苏南通
2252,219.137.250.193,0,刘沐乔,这微博的内容就和当年80后说90后，现在的90后说00后一样，没什么区别。,wb,2018-08-08 08:23:24,253,广东广州
2253,43.250.200.81,0,HD_贰零壹肆,当初陪人家看月亮的时候叫人家小甜甜，如今新人胜旧人，叫人家牛夫人,wb,2018-08-08 08:22:13,253,湖南
2254,223.104.246.224,0,琦思录,哈哈哈，喜闻乐见,wb,2018-08-08 08:22:11,253,浙江
2255,222.210.137.255,1,Aaaaaaaaa丶II,要点脸好吗，真的,wb,2018-08-08 08:21:45,253,四川成都
2256,104.200.16.137,0,尖哥,人在家中坐，锅从天中来，既然这样年轻人就不生了，一胎不我，二胎也不要。,wb,2018-08-08 08:21:38,253,美国德克萨斯州
2257,42.6.41.133,0,卍熊三胖卐,人居然还可以这么无耻。[允悲],wb,2018-08-08 08:21:09,253,辽宁抚顺
2258,106.118.96.8,0,随便写一个还能被占用吗,孩子的一切理念都是上两代人和当时的社会主导的，指责孩子，不如反思是不是教育出了问题，是不是社会风气没有及时纠正。比如碰瓷不算诈骗无责任？吓得没人敢扶老人不是人民道德的缺失，而是真正没道德的人受不到法律的制裁,wb,2018-08-08 08:21:01,253,河北秦皇岛
2259,218.26.55.95,0,清正廉洁和中堂,英国《金融时报》[挖鼻],wb,2018-08-08 08:21:00,253,山西太原
2260,101.90.126.54,0,冯_昊,看的我都不想画图了,wb,2018-08-08 08:20:26,254,上海
2261,116.25.38.233,0,罒罒罒罒,？,wb,2018-08-08 08:20:15,254,广东深圳
2262,122.191.213.132,0,盛世红霞520,平民百姓一家要二代人一起才还得起房贷[允悲],wb,2018-08-08 08:20:03,254,湖北宜昌
2263,101.90.126.150,0,可可西里的Cherokee,喝一辈子星巴克的钱也不一定买得起房啊,wb,2018-08-08 08:19:34,254,上海
2264,49.90.129.87,0,阳光之恋201511,大城市不了解。小城市有几个年轻人没房的？本地年轻人基本都有还不止一套。,wb,2018-08-08 08:19:12,254,江苏徐州
2265,124.160.105.46,0,梦里天空蓝,原文里把P2P都算进来了[允悲][允悲][允悲],wb,2018-08-08 08:19:11,254,浙江杭州
2266,106.5.242.175,0,潘海根,这是因为马上很多人会无力偿还房贷，所以事先把锅甩起来吗？,wb,2018-08-08 08:19:04,254,江西宜春
2267,59.46.67.243,0,九片自然,我看售楼处很多刚毕业的 女生都在买房投资~~,wb,2018-08-08 08:19:03,254,辽宁沈阳
2268,223.72.42.11,0,次次是五仙教地方保护主义小战士,为了打造一篇爆款文，作者绞尽脑汁扣锅,wb,2018-08-08 08:18:44,254,北京
2269,119.248.33.227,0,网店吐槽专用小马甲,真心买不起啊，买了就是一辈子的奴隶，结婚之前为了应付媳妇家人，市中心买了一套小一居，买了就租出去了，租金不低，在二环边上租了一个大两居，一家人住的挺好，租金还不贵。那套小房就当投资了，三年时间已经翻了两倍了，就当投资了。,wb,2018-08-08 08:17:46,254,河北石家庄
2270,124.164.57.60,0,掉进梦中,dbq我不吃不喝生病不去医院不买手机不购物也得把这个房子拿下来,wb,2018-08-08 08:17:13,255,山西晋城
2271,118.212.213.37,0,茶没有饮光早变酸,该来的还是来了,wb,2018-08-08 08:17:12,255,江西南昌
2272,124.164.57.60,0,掉进梦中,年轻人太惨了，不仅要努力活到500岁还完房贷，还要被扣锅，还要熬夜掉头发,wb,2018-08-08 08:16:55,255,山西晋城
2273,175.34.204.13,0,王弗听0m0,目标直指六个钱包👛,wb,2018-08-08 08:16:35,255,澳大利亚
2274,183.236.19.70,0,世界上最肥乎乎的那只猫,[doge][doge][doge]就算不买星爸爸和新手机也一样没有钱买房子的[允悲],wb,2018-08-08 08:16:29,255,广东广州
2275,117.32.16.190,0,没头脑也快乐,信贷是年轻人建立起来的模式吗？是年轻人自己推广给自己的吗,wb,2018-08-08 08:16:25,255,陕西宝鸡
2276,180.149.134.10,0,取个昵称真麻烦算了就这样了,不是有6个钱包吗，怕啥,wb,2018-08-08 08:15:14,255,北京
2277,223.104.212.55,0,白熊大王小姐姐,fo了[作揖],wb,2018-08-08 08:15:11,255,上海
2278,182.139.74.225,0,水行未,听见没有！靠借贷过活可耻！没有全款买房的能力前，咱们还是全款买星巴克吧,wb,2018-08-08 08:15:01,255,四川成都
2279,112.17.239.231,0,楠大人sylvia_22744,这个意思是嫌弃内需拉动gdp太给力么？小编念过书嘛,wb,2018-08-08 08:14:56,255,浙江
2280,124.164.57.60,0,掉进梦中,sjb,wb,2018-08-08 08:14:49,256,山西晋城
2281,117.136.38.61,0,蛮横的吸走了你们欧气的倾芯,星巴克手机能多少钱…怎么不想想房贷[二哈],wb,2018-08-08 08:14:48,256,北京
2282,101.95.113.22,0,误闯_天堂,一切不购不动产的消费一定是耍流氓，太惊悚了！[阴险],wb,2018-08-08 08:14:26,256,上海
2283,117.136.55.139,0,罐也,没错！我一直觉得这帮人反正没我们活得久 等死了自然就好了 再熬几年！为此我要养生长寿,wb,2018-08-08 08:14:15,256,天津
2284,117.136.52.196,0,Chris_Tanger,厉害、厉害，这帽子扣的我毫无还手之力。,wb,2018-08-08 08:14:10,256,湖北
2285,112.97.57.253,0,江南西道巡抚,月薪7500，房价 4万起，我不消费我还攒钱买房啊？,wb,2018-08-08 08:14:09,256,广东深圳
2286,113.139.210.200,0,一起吃火锅了吗,谁？你他妈给我说清楚！说不清今天谁都别想走！,wb,2018-08-08 08:13:24,256,陕西西安
2287,124.164.57.60,0,掉进梦中,评,wb,2018-08-08 08:13:19,256,山西晋城
2288,124.164.57.60,0,掉进梦中,论,wb,2018-08-08 08:13:15,256,山西晋城
2289,113.139.210.200,0,一起吃火锅了吗,谁，你他妈给我说清楚！说不清今天谁都别想走！,wb,2018-08-08 08:13:11,256,陕西西安
2290,182.97.209.216,0,浠湖姜阁老,企业贷款更多,wb,2018-08-08 08:13:03,257,江西南昌
2291,124.164.57.60,0,掉进梦中,删,wb,2018-08-08 08:12:59,257,山西晋城
2292,124.164.57.60,0,掉进梦中,续,wb,2018-08-08 08:12:57,257,山西晋城
2293,124.164.57.60,0,掉进梦中,继,wb,2018-08-08 08:12:49,257,山西晋城
2294,123.179.7.46,0,喝多了野兔斯基,@水皮哥MU 幸亏老的早，不然就被这口锅砸到了,wb,2018-08-08 08:12:05,257,内蒙古呼和浩特
2295,123.168.88.191,0,张雷Rayer,怎么？不想让我们当接班人了？,wb,2018-08-08 08:11:53,257,山东青岛
2296,124.164.57.60,0,掉进梦中,我反省 马上贷款买房,wb,2018-08-08 08:11:50,257,山西晋城
2297,101.224.204.226,1,一梦采薇,前段时间都在转载的 关于家庭条件不好不要强行富养的文，就像小时候我一个堂姐觉得另一家的表弟不该不去赚钱而去读书一样。听起来很有道理，其实何尝没有一种自上而下的优越感，隐隐然觉得别人的孩子不配这么养,wb,2018-08-08 08:11:49,257,上海
2298,117.136.67.18,0,不信这名字也有人用,服了，真是服了。,wb,2018-08-08 08:11:23,257,江苏徐州
2299,124.227.0.30,0,子龙横空出世,这标题写的！世界哪个国家不是年轻人在推动进步的！共青团估计不喜欢这个标题！@中国共青团网,wb,2018-08-08 08:11:19,257,广西钦州
2300,117.136.68.223,0,iv_Says,庞大的债务是地方政府的，别甩锅,wb,2018-08-08 08:11:11,258,江苏徐州
2301,220.200.11.75,0,弯道超车2018,自己的做法延误了整整一代人的作为还能把锅甩给我们，资产泡沫的高企增加年轻人创业的风险别老把责任推得一干二净！,wb,2018-08-08 08:11:08,258,福建福州
2302,223.104.63.185,0,仰望星空的朱雀,存钱去旅游啦啦啦[阴险],wb,2018-08-08 08:10:46,258,广东
2303,120.85.149.231,0,bertiewooster,最近这风很奇怪,wb,2018-08-08 08:10:21,258,广东广州
2304,117.136.64.68,0,星辰之2020,60后带领中国走向衰落,wb,2018-08-08 08:10:18,258,四川成都
2305,223.104.176.190,0,JIMMY怪叔叔,年轻就是牛，明明手里没毛儿资源还能带领国家[笑cry][喵喵],wb,2018-08-08 08:10:05,258,辽宁
2306,124.77.202.139,0,銅擊子,這個我也能理解，就好像英國是黑人國家，通用語是阿拉伯語，主流宗教是伊斯蘭教一樣。,wb,2018-08-08 08:09:32,258,上海
2307,117.136.89.49,0,eleven家族族长,不是年轻人买房GDP能上去啊？[允悲],wb,2018-08-08 08:08:57,258,湖南
2308,124.164.57.60,0,掉进梦中,dbq 买不起房子是我无能 拿上去贷款 五百年内肯定还清,wb,2018-08-08 08:08:51,258,山西晋城
2309,119.115.50.3,1,万年单身狗汪,真是你嘴大你有理,wb,2018-08-08 08:08:11,258,辽宁朝阳
2310,122.194.3.246,0,阿拉丁飞毯,前者不用自己还，后者要自己还，这是本质区别[doge],wb,2018-08-08 08:08:10,259,江苏无锡
2311,101.247.116.116,0,xl何事秋风悲画扇,到底是谁带领的？,wb,2018-08-08 08:08:07,259,江苏苏州
2312,223.104.250.147,0,閃電-滔,不知道又是哪个不知廉耻的砖家言论！,wb,2018-08-08 08:08:02,259,重庆
2313,118.80.57.80,2,你有妖气_,让我们改变消费观念透支几十年买房啊？,wb,2018-08-08 08:07:56,259,山西阳泉
2314,183.166.241.61,0,谎言中的胡某人,星巴克什么东西，没听说过啊[摊手][摊手],wb,2018-08-08 08:07:45,259,安徽黄山
2315,222.209.75.72,0,天涯人唱天涯,对不起[鲜花],wb,2018-08-08 08:07:43,259,四川成都
2316,223.88.140.253,0,吕刀鐶,一个时代有一个时代的问题，一代人有一代人的使命。虽然我们已走过万水千山，但仍需要不断跋山涉水。,wb,2018-08-08 08:07:16,259,河南洛阳
2317,124.115.137.87,0,花花花就是霸王花,睡一觉都有锅飞过来[摊手][摊手][摊手],wb,2018-08-08 08:06:39,259,陕西宝鸡
2318,124.164.57.60,0,掉进梦中,这说的是个什么玩意,wb,2018-08-08 08:06:24,259,山西晋城
2319,223.104.27.92,0,back0up0,是呀～不买房    不结婚   不生娃    这就够了哈～赚多少花多少～就喜欢 旅游   拍照  还欠款,wb,2018-08-08 08:06:21,259,甘肃兰州
2320,171.92.19.216,0,库啵库啵库啵库啵库啵库啵,[作揖]这代年轻人不行,wb,2018-08-08 08:05:46,260,四川遂宁
2321,103.244.253.249,0,小双后援会会长,我怎么关注了这么个东西,wb,2018-08-08 08:05:20,260,北京
2322,223.104.250.58,2,一壶清酒一束梨花,咱年轻人，稳住，趁年轻赶快挥霍，吃喝玩乐，别买房别生小孩，要对得住别人给我们扣的帽子,wb,2018-08-08 08:04:58,260,重庆
2323,117.136.64.91,0,埃蒙杨,甩锅？？？。,wb,2018-08-08 08:04:58,260,四川成都
2324,117.136.54.2,0,能饮一杯无05,好吃懒做的人什么时候都有，何况消费还不一定就是好吃懒做。,wb,2018-08-08 08:04:30,260,天津
